indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
3103,research letters in materials science,1687-6830,10,1,10,3.365,2015
3104,research on chemical intermediates,1568-5675,1547,944,1.638771186,0.346,2015
3105,research works of air force institute of technology,2083-8573,2,3,0.666666667,0.112,2015
3106,respiratory research,1465-9921,3262,764,4.269633508,1.153,2015
3107,respiratory research,1465-993X,3262,764,4.269633508,1.153,2015
3108,results in mathematics,1420-9012,252,259,0.972972973,0.179,2015
3109,resuscitation,0300-9572,7846,1905,4.118635171,1.102,2015
3110,retrovirology,1742-4690,2177,1126,1.93339254,0.426,2015
3111,review of accounting studies,1573-7136,790,179,4.413407821,1.202,2015
3112,review of derivatives research,1573-7144,68,56,1.214285714,0.237,2015
3113,review of economic design,1434-4750,59,60,0.983333333,0.182,2015
3114,review of economics of the household,1573-7152,273,136,2.007352941,0.446,2015
3115,review of industrial organization,1573-7160,261,170,1.535294118,0.319,2015
3116,review of managerial science,1863-6691,162,77,2.103896104,0.473,2015
3117,review of philosophy and psychology,1878-5166,374,172,2.174418605,0.494,2015
3118,review of quantitative finance and accounting,1573-7179,399,258,1.546511628,0.321,2015
3119,review of religious research,2211-4866,125,116,1.077586207,0.204,2015
3120,review of world economics,1610-2886,505,155,3.258064516,0.821,2015
3121,reviews in fish biology and fisheries,1573-5184,755,230,3.282608696,0.829,2015
3122,reviews on advanced materials science,1605-8127,41,18,2.277777778,0.523,2015
3123,revija za socijalnu politiku,1330-2965,6,26,0.230769231,0.029,2015
3124,revija za socijalnu politiku,1845-6014,6,26,0.230769231,0.029,2015
3125,revista arvore,0100-6762,444,503,0.882703777,0.159,2015
3126,revista brasileira de anestesiologia,0034-7094,544,590,0.922033898,0.168,2015
3127,revista brasileira de anestesiologia,1806-907X,544,590,0.922033898,0.168,2015
3128,revista brasileira de ciencia do solo,0100-0683,1264,872,1.449541284,0.296,2015
3129,revista brasileira de cirurgia cardiovascular,0102-7638,159,152,1.046052632,0.197,2015
3130,revista brasileira de economia,1806-9134,58,80,0.725,0.124,2015
3131,revista brasileira de enfermagem,1984-0446,1156,965,1.197927461,0.233,2015
3132,revista brasileira de engenharia agricola e ambiental,1807-1929,968,818,1.183374083,0.23,2015
3133,revista brasileira de entomologia,0085-5626,346,319,1.084639498,0.206,2015
3134,revista brasileira de entomologia,1806-9665,346,319,1.084639498,0.206,2015
3135,revista brasileira de epidemiologia,1980-5497,837,394,2.124365482,0.479,2015
3136,revista brasileira de fruticultura,0100-2945,771,778,0.991002571,0.184,2015
3137,revista brasileira de fruticultura,1806-9967,771,778,0.991002571,0.184,2015
3138,revista brasileira de hematologia e hemoterapia,1806-0870,414,414,1,0.186,2015
3139,revista brasileira de medicina do esporte,1517-8692,319,320,0.996875,0.185,2015
3140,revista brasileira de medicina do esporte,1806-9940,319,320,0.996875,0.185,2015
3141,revista brasileira de meteorologia,1982-4351,129,177,0.728813559,0.125,2015
3142,revista brasileira de oftalmologia,1982-8551,64,119,0.537815126,0.085,2015
3143,revista brasileira de ortopedia,1982-4378,306,537,0.569832402,0.092,2015
3144,revista brasileira de parasitologia veterinaria,1984-2961,596,378,1.576719577,0.329,2015
3145,revista brasileira de politica internacional,0034-7329,101,100,1.01,0.188,2015
3146,revista brasileira de psiquiatria,1516-4446,1024,430,2.381395349,0.553,2015
3148,revista brasileira de psiquiatria,1809-452X,1024,430,2.381395349,0.553,2015
3149,revista brasileira de reumatologia,0482-5004,591,406,1.455665025,0.298,2015
3150,revista brasileira de reumatologia,1809-4570,591,406,1.455665025,0.298,2015
3151,revista caatinga,0100-316X,229,282,0.812056738,0.143,2015
3152,revista caatinga,1983-2125,229,282,0.812056738,0.143,2015
3153,revista cefac,1982-0216,861,580,1.484482759,0.305,2015
3154,revista chilena de enfermedades respiratorias,0717-7348,28,48,0.583333333,0.094,2015
3155,revista chilena de historia natural,0716-078X,184,190,0.968421053,0.178,2015
3156,revista chilena de historia natural,0717-6317,184,190,0.968421053,0.178,2015
3157,revista chilena de literatura,0718-2295,14,46,0.304347826,0.042,2015
3158,revista ciencia agronomica,1806-6690,539,490,1.1,0.209,2015
3159,revista da associacao medica brasileira,0104-4230,924,632,1.462025316,0.3,2015
3160,revista da escola de enfermagem da usp,0080-6234,2178,1596,1.364661654,0.275,2015
3162,revista da escola de enfermagem da usp,1980-220X,2178,1596,1.364661654,0.275,2015
3163,revista da sociedade brasileira de fonoaudiologia,1982-0232,421,243,1.732510288,0.371,2015
3164,revista da sociedade brasileira de medicina tropical,0037-8682,1159,803,1.443337484,0.295,2015
3165,revista da sociedade brasileira de medicina tropical,1678-9849,1159,803,1.443337484,0.295,2015
3166,revista de biologia marina y oceanografia,0718-1957,223,246,0.906504065,0.164,2015
3167,revista de biologia tropical,0034-7744,678,834,0.81294964,0.143,2015
3168,revista de economia aplicada,1133-455X,46,63,0.73015873,0.125,2015
3169,revista de economia e sociologia rural,1806-9479,129,155,0.832258065,0.147,2015
3170,revista de economia mundial,1576-0162,59,88,0.670454545,0.112,2015
3171,revista de estudios sociales,0123-885X,74,108,0.685185185,0.115,2015
3172,revista de estudios sociales,1900-5180,74,108,0.685185185,0.115,2015
3173,revista de indias,1988-3188,20,45,0.444444444,0.067,2015
3174,revista de la facultad de ciencias agrarias,1853-8665,34,79,0.430379747,0.064,2015
3175,revista de literatura,1988-4192,10,19,0.526315789,0.083,2015
3176,revista de metalurgia,0034-8570,138,222,0.621621622,0.102,2015
3177,revista de metalurgia,1988-4222,138,222,0.621621622,0.102,2015
3178,revista de saude publica,0034-8910,2487,1118,2.22450805,0.508,2015
3180,revista do instituto de medicina tropical de sao paulo,0036-4665,499,350,1.425714286,0.29,2015
3181,revista espanola de documentacion cientifica,0210-0614,119,148,0.804054054,0.141,2015
3182,revista espanola de enfermedades digestivas,1130-0108,572,584,0.979452055,0.181,2015
3183,revista espanola de salud publica,1135-5727,370,316,1.170886076,0.227,2015
3184,revista internacional de medicina y ciencias de la actividad fisica y del deporte,1577-0354,59,105,0.561904762,0.09,2015
3185,revista internacional de sociologia,0034-9712,106,141,0.75177305,0.13,2015
3186,revista invi,0718-8358,90,58,1.551724138,0.323,2015
3187,revista latinoamericana de psicologia,0120-0534,183,166,1.102409639,0.21,2015
3188,revista latinoamericana de psicopatologia fundamental,1984-0381,64,107,0.598130841,0.097,2015
3189,revista mexicana de astronomia y astrofisica,0185-1101,125,151,0.82781457,0.146,2015
3190,revista mexicana de biodiversidad,1870-3453,517,860,0.601162791,0.098,2015
3191,revista mexicana de ciencias geologicas,1026-8774,165,183,0.901639344,0.163,2015
3192,revista mexicana de ciencias pecuarias,2007-1124,91,188,0.484042553,0.075,2015
3193,revista musical chilena,0717-6252,4,6,0.666666667,0.112,2015
3194,revista mvz cordoba,0122-0268,82,152,0.539473684,0.085,2015
3195,revista mvz cordoba,1909-0544,82,152,0.539473684,0.085,2015
3196,revista paulista de pediatria,1984-0462,498,475,1.048421053,0.197,2015
3197,revista romana de medicina de laborator,1841-6624,0,1,0,0,2015
3198,rheologica acta,1435-1528,882,388,2.273195876,0.522,2015
3199,rheumatology,2084-9834,7995,2004,3.989520958,1.059,2015
3200,rheumatology international,1437-160X,3656,1889,1.935415564,0.426,2015
3201,rheumatology reports,2036-752X,12,20,0.6,0.098,2015
3202,rice,1939-8425,760,154,4.935064935,1.384,2015
3203,rice,1939-8433,760,154,4.935064935,1.384,2015
3204,ricerche di matematica,1827-3491,70,90,0.777777778,0.135,2015
3205,ricerche di pedagogia e didattica,1970-2221,5,7,0.714285714,0.122,2015
3206,ring,2083-3520,6,15,0.4,0.059,2015
3207,rivista italiana di paleontologia e stratigrafia,0035-6883,29,26,1.115384615,0.213,2015
3208,rivista italiana di paleontologia e stratigrafia,2039-4942,29,26,1.115384615,0.213,2015
3209,rock mechanics and rock engineering,1434-453X,1259,480,2.622916667,0.625,2015
3210,romanian biotechnological letters,1224-5984,121,128,0.9453125,0.173,2015
3211,romanian journal of morphology and embryology,2066-8279,19,17,1.117647059,0.214,2015
3212,romanian journal of physics,1221-146X,32,33,0.96969697,0.179,2015
3213,romanian reports in physics,1221-1451,27,20,1.35,0.271,2015
3214,rural and remote health,1445-6354,935,522,1.791187739,0.387,2015
3216,russian linguistics,1572-8714,23,51,0.450980392,0.068,2015
3217,sa journal of industrial psychology,2071-0763,394,173,2.277456647,0.523,2015
3218,sage open,2158-2440,658,538,1.223048327,0.239,2015
3219,saline systems,1746-1448,49,14,3.5,0.898,2015
3220,salud colectiva,1851-8265,85,107,0.794392523,0.139,2015
3221,salud mental,0185-3325,199,223,0.892376682,0.161,2015
3222,salud publica de mexico,0036-3634,812,545,1.489908257,0.307,2015
3223,samj south african medical journal,0256-9574,60,49,1.224489796,0.24,2015
3224,sao paulo medical journal,1516-3180,396,304,1.302631579,0.259,2015
3225,sarcoma,1369-1643,693,213,3.253521127,0.819,2015
3226,saude e sociedade,0104-1290,627,419,1.496420048,0.308,2015
3227,saudi journal of anaesthesia,0975-3125,407,390,1.043589744,0.196,2015
3228,saudi journal of biological sciences,1319-562X,665,280,2.375,0.551,2015
3229,saudi journal of gastroenterology,1319-3767,469,325,1.443076923,0.295,2015
3230,saudi journal of gastroenterology,1998-4049,469,325,1.443076923,0.295,2015
3231,scandinavian journal of primary health care,0281-3432,467,198,2.358585859,0.547,2015
3232,scandinavian journal of primary health care,1502-7724,467,198,2.358585859,0.547,2015
3233,scandinavian journal of surgery,1799-7267,439,225,1.951111111,0.431,2015
3234,scanning,1932-8745,436,268,1.626865672,0.343,2015
3235,schizophrenia research and treatment,2090-2093,231,81,2.851851852,0.694,2015
3236,scholarpedia,1941-6016,219,144,1.520833333,0.315,2015
3237,school mental health,1866-2633,296,103,2.873786408,0.701,2015
3238,science and engineering ethics,1471-5546,626,353,1.773371105,0.382,2015
3239,science and technology of advanced materials,1468-6996,1939,398,4.871859296,1.362,2015
3240,science and technology of advanced materials,1878-5514,1939,398,4.871859296,1.362,2015
3241,science and technology of nuclear installations,1687-6075,201,245,0.820408163,0.145,2015
3242,science and technology of nuclear installations,1687-6083,201,245,0.820408163,0.145,2015
3243,science china chemistry,1869-1870,2026,1253,1.616919393,0.34,2015
3244,science china earth sciences,1869-1897,1950,975,2,0.444,2015
3245,science china mathematics,1869-1862,817,820,0.996341463,0.185,2015
3246,science china technological sciences,1869-1900,2349,1850,1.26972973,0.251,2015
3247,science of advanced materials,1947-2935,1197,804,1.48880597,0.306,2015
3248,science of advanced materials,1947-2943,1197,804,1.48880597,0.306,2015
3249,science of sintering,0350-820X,132,143,0.923076923,0.168,2015
3250,science of sintering,1820-7413,132,143,0.923076923,0.168,2015
3251,scientia agricola,1678-992X,570,352,1.619318182,0.341,2015
3252,scientia marina,1886-8134,530,367,1.444141689,0.295,2015
3253,scientia pharmaceutica,2218-0532,545,308,1.769480519,0.381,2015
3254,scientific data,2052-4463,233,48,4.854166667,1.355,2015
3255,scientific programming,1058-9244,105,79,1.329113924,0.266,2015
3256,scientific reports,2045-2322,27368,3489,7.844081399,2.479,2015
3257,scientific research and essays,1992-2248,633,754,0.839522546,0.149,2015
3258,scientometrics,1588-2861,4297,1286,3.341368585,0.847,2015
3259,scoliosis,1748-7161,311,229,1.358078603,0.273,2015
3260,security and communication networks,1939-0122,794,523,1.518164436,0.314,2015
3261,security informatics,2190-8532,84,44,1.909090909,0.419,2015
3262,semigroup forum,1432-2137,315,309,1.019417476,0.19,2015
3263,seminars in immunopathology,1863-2300,1716,252,6.80952381,2.075,2015
3264,sensor letters,1546-1971,601,866,0.693995381,0.117,2015
3265,sensor letters,1546-198X,601,866,0.693995381,0.117,2015
3266,sensors,1424-8220,14963,4429,3.378414992,0.859,2015
3267,serbian astronomical journal,1450-698X,18,39,0.461538462,0.07,2015
3268,serbian astronomical journal,1820-9289,18,39,0.461538462,0.07,2015
3269,service business,1862-8508,236,137,1.722627737,0.368,2015
3270,sex roles,1573-2762,2088,615,3.395121951,0.864,2015
3271,sexologies,1158-1360,68,118,0.576271186,0.093,2015
3272,sexuality and disability,1573-6717,257,155,1.658064516,0.351,2015
3273,sexuality research and social policy,1553-6610,395,148,2.668918919,0.639,2015
3274,shock and vibration,1070-9622,426,425,1.002352941,0.186,2015
3275,shock and vibration,1875-9203,426,425,1.002352941,0.186,2015
3276,shock waves,1432-2153,357,246,1.451219512,0.297,2015
3277,sigmod record,0163-5808,1,2,0.5,0.078,2015
3278,signa vitae,1845-206X,21,63,0.333333333,0.047,2015
3279,silence,1758-907X,296,38,7.789473684,2.457,2015
3280,silicon,1876-9918,198,137,1.445255474,0.295,2015
3281,silva fennica,0037-5330,528,255,2.070588235,0.464,2015
3282,singapore medical journal,0037-5675,953,888,1.073198198,0.203,2015
3283,singapore medical journal,0037-6575,953,888,1.073198198,0.203,2015
3284,skeletal muscle,2044-5040,623,108,5.768518519,1.684,2015
3285,skeletal radiology,1432-2161,2055,968,2.122933884,0.479,2015
3286,sleep and biological rhythms,1479-8425,194,172,1.127906977,0.216,2015
3287,sleep and breathing,1522-1709,1700,607,2.800658979,0.679,2015
3288,small business economics,1573-0913,2007,422,4.755924171,1.321,2015
3289,smart learning environments,2196-7091,48,7,6.857142857,2.093,2015
3290,social choice and welfare,1432-217X,446,352,1.267045455,0.25,2015
3291,social indicators research,1573-0921,3062,1091,2.80659945,0.68,2015
3292,social justice research,1573-6725,193,104,1.855769231,0.404,2015
3293,social psychiatry and psychiatric epidemiology,1433-9285,2985,858,3.479020979,0.891,2015
3294,social psychology of education,1573-1928,417,158,2.639240506,0.63,2015
3295,sociedade e cultura,1980-8194,12,44,0.272727273,0.036,2015
3296,society,1936-4725,174,210,0.828571429,0.147,2015
3297,sociologias,1807-0337,156,114,1.368421053,0.276,2015
3298,soft computing,1433-7479,58,96,0.604166667,0.099,2015
3299,software quality journal,1573-1367,380,114,3.333333333,0.845,2015
3300,softwarex,2352-7110,,,,,2015
3301,soil and water research,1801-5395,100,86,1.162790698,0.225,2015
3302,soil and water research,1805-9384,100,86,1.162790698,0.225,2015
3303,sola,1349-6476,307,211,1.454976303,0.298,2015
3304,solar physics,1573-093X,3494,1050,3.327619048,0.843,2015
3305,soldagem & inspecao,0104-9224,81,117,0.692307692,0.117,2015
3306,solid earth,1869-9510,499,190,2.626315789,0.626,2015
3307,solid earth,1869-9529,499,190,2.626315789,0.626,2015
3308,sophia,1873-930X,48,108,0.444444444,0.067,2015
3309,sophia,2346-0806,48,108,0.444444444,0.067,2015
3310,sort,2013-8830,4,4,1,0.186,2015
3311,source code for biology and medicine,1751-0473,192,82,2.341463415,0.542,2015
3312,south african computer journal,2313-7835,48,37,1.297297297,0.258,2015
3313,south african journal of animal science,0222-4062,319,333,0.957957958,0.176,2015
3314,south african journal of economic and management sciences,2222-3436,231,272,0.849264706,0.151,2015
3315,south african journal of education,0256-0100,460,229,2.008733624,0.447,2015
3316,south african journal of education,2076-3433,460,229,2.008733624,0.447,2015
3317,south african journal of industrial engineering,2224-7890,128,246,0.520325203,0.082,2015
3318,south african journal of science,0038-2353,635,518,1.225868726,0.24,2015
3319,south african journal of science,1996-7489,635,518,1.225868726,0.24,2015
3320,south african journal of surgery,2078-5151,123,138,0.891304348,0.161,2015
3321,south african medical journal,2078-5135,1453,1246,1.166131621,0.225,2015
3322,south east european journal of economics and business,2233-1999,43,41,1.048780488,0.197,2015
3323,southern african journal of hiv medicine,1608-9693,140,107,1.308411215,0.26,2015
3324,southern african journal of hiv medicine,2078-6751,140,107,1.308411215,0.26,2015
3325,southern california law review,0038-3910,61,31,1.967741935,0.435,2015
3326,soziale passagen,1867-0199,14,63,0.222222222,0.028,2015
3327,space science reviews,1572-9672,2950,459,6.427015251,1.929,2015
3328,spanish journal of agricultural research,1695-971X,744,612,1.215686275,0.237,2015
3329,spanish journal of agricultural research,2171-9292,744,612,1.215686275,0.237,2015
3330,spektrum der augenheilkunde,1613-7523,23,79,0.291139241,0.039,2015
3331,sport sciences for health,1825-1234,45,79,0.569620253,0.092,2015
3332,sports engineering,1460-2687,139,108,1.287037037,0.255,2015
3333,sports medicine,1179-2035,3673,467,7.86509636,2.487,2015
3334,sportwissenschaft,1868-1069,51,90,0.566666667,0.091,2015
3335,springerplus,2193-1801,2285,1364,1.675219941,0.355,2015
3336,sri lankan journal of anaesthesiology,2279-1965,11,30,0.366666667,0.053,2015
3337,srpski arhiv za celokupno lekarstvo,0370-8179,207,339,0.610619469,0.1,2015
3338,standards in genomic sciences,1944-3277,1014,395,2.567088608,0.608,2015
3339,standort,1432-220X,12,36,0.333333333,0.047,2015
3340,statistica,1973-2201,30,66,0.454545455,0.069,2015
3341,statistical inference for stochastic processes,1572-9311,49,52,0.942307692,0.172,2015
